SID,P_Pref,C_Pref ,Cl_Support,Tr_Support,Cand_Support,Rep_Prim,Dem_Prim,PrimElect,Tr_Dona,Tr_Volu,Cl_Dona,Cl_Volu,Cand_Dona,Cand_Volu,prev_candSupport,Tr_Difi_Dist,Tr_Difi_Over,Cl_Difi_Dist,Cl_Difi_Over,Cand_Difi_Dist,Cand_Difi_Overlap,Dem_Iden,Rep_Iden,Party_Iden,Regi,Reg_Party,Reg_Party_Plan,Dem_Dona,Dem_Volu,Rep_Dona,Rep_Volu,Party_Dona,Party_Volu,prev_partySupport,Rep_Difi_Dist,Rep_Difi_Over,Dem_Difi_Dist,Dem_Difi_Over,Party_Difi_Dist,Party_Difi_Over,DG_Test1,DG_Test2,DG_Test3,DG_Choice,Expl,Tr_Happy,Cl_Happy,EarlyVote,candVote_Choice,ClintonSupporter_Happy,TrumpSupporter_Happy,OtherSupporter_Happy,Gender,Age,Education,Income,USCit,Surveys,SimSurv,Scept,Wave,DG_In
1653,Democrat,Clinton,3,,3,,Sanders,Yes,,,No,No,No,No,0,,,5,1,5,1,4,,4,Yes,Other,,No,No,,,No,No,0,,,6,2,6,2,40,0,20,15,I really need money but I still want to share.,,1,Yes,Clinton,1,,1,Other,23,<Coll,"<$5,000",Yes,900,4,2,6,yes
1654,Democrat,Clinton,7,,7,,Sanders,No,,,No,Yes,No,Yes,1,,,86,88,86,88,6,,6,Yes,Other,,No,No,,,No,No,0,,,82,82,82,82,40,0,20,20,"I made the decision so we both equally got the same bonus. I have them half of mine instead of keeping it all for myself, so they would also receive a bonus. ",,1,Yes,Clinton,1,,1,Female,25,Coll,"$35,001-$50,000",Yes,3,1,5,6,yes
1655,Democrat,Clinton,5,,5,,Sanders,No,,,No,No,No,No,0,,,24,14,24,14,4,,4,Yes,Dem,,No,No,,,No,No,0,,,58,53,58,53,40,40,40,40,I want both parties to get the highest bonus ,,1,Yes,Other,1,,1,Female,29,Coll,"$15,001-$25,000",Yes,350,3,2,6,no
1656,Republican,Trump,,4,4,Trump,,Yes,No,No,,,No,No,0,-20,0,,,-20,0,,5,5,Yes,Rep,,,,No,No,No,No,0,-3,0,,,-3,0,40,0,20,0,I don't know the other person and don't feel a connection to them just because they voted for Trump,5,,Yes,Trump,,7,7,Male,53,Coll,"$80,001-$100,000",Yes,300,3,1,6,yes
1657,Democrat,Clinton,6,,6,,Clinton,No,,,No,No,No,No,0,,,49,41,49,41,6,,6,Unable,,,No,Yes,,,No,Yes,1,,,74,73,74,73,30,20,30,10,because i feel condence in this tried,,1,No,,1,,1,Female,41,Grad,"$15,001-$25,000",Yes,4,1,2,6,no
1658,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,48,40,48,40,4,,4,Yes,Dem,,No,Yes,,,No,Yes,1,,,32,23,32,23,40,0,20,0,Because it is 40 cents and I would rather have it than them,,3,Yes,Clinton,1,,1,Male,28,Grad,"$35,001-$50,000",Yes,65,3,1,6,yes
1659,Democrat,Clinton,5,,5,,Sanders,Yes,,,Yes,No,Yes,No,1,,,18,10,18,10,5,,5,Yes,Dem,,Yes,No,,,Yes,No,1,,,36,27,36,27,40,0,20,20,I just felt it was fair to share the bonus.,,1,Yes,Clinton,1,,1,Male,33,Coll,"$35,001-$50,000",Yes,350,5,1,6,yes
1660,Republican,Trump,,4,4,Trump,,No,No,No,,,No,No,0,14,7,,,14,7,,4,4,Yes,Other,,,,No,No,No,No,0,18,10,,,18,10,20,20,20,20,I feel that it is important to fair.,4,,Yes,Other,,4,4,Female,35,Grad,"$35,001-$50,000",Yes,I have no idea,3,3,6,no
1661,Democrat,Clinton,7,,7,,Clinton,No,,,Yes,No,Yes,No,1,,,72,70,72,70,7,,7,Yes,Dem,,No,No,,,No,No,0,,,72,70,72,70,40,0,20,20,We have a common bond and I would hope the person would do the same thing if roles were reversed,,1,Yes,Clinton,1,,1,Male,66,Grad,">$100,000",Yes,5000,2,1,6,yes
1662,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,-3,0,-3,0,4,,4,Yes,Other,,No,No,,,No,No,0,,,-12,0,-12,0,40,0,20,20,I tried to be as fair as possible,,3,Yes,Other,1,,1,Male,45,Coll,">$100,000",Yes,1000,3,2,6,yes
1663,Democrat,Clinton,6,,6,,Clinton,No,,,Yes,No,Yes,No,1,,,76,75,76,75,6,,6,Yes,Dem,,Yes,No,,,Yes,No,1,,,80,80,80,80,40,0,20,20,I believe that transferring 20 cents provided the fairest outcome for both me and the other person.,,1,Yes,Clinton,1,,1,Female,42,Grad,"$35,001-$50,000",Yes,450,4,4,6,yes
1664,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,124,100,,,124,100,,7,7,Yes,Rep,,,,No,No,No,No,0,123,100,,,123,100,40,0,20,20,The fact that the other person is a fellow Trump supporter made me more likely to be fair with them and split the bonus with them,7,,Yes,Trump,,7,7,Male,41,<Coll,"$65,001-$80,000",Yes,20,3,4,6,yes
1665,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,79,79,,,79,79,,6,6,Yes,Rep,,,,No,No,No,No,0,63,59,,,63,59,,,,,,,,,,,,,,,,,,,,,6,no
1666,Democrat,Clinton,6,,6,,Sanders,No,,,No,No,No,No,0,,,44,35,44,35,5,,5,Yes,Dem,,No,No,,,No,No,0,,,80,80,80,80,40,10,20,20,If we go half and half thats the most we can get. ,,1,Yes,Clinton,1,,1,Male,34,Coll,">$100,000",Yes,100,3,2,6,no
1667,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,75,74,,,75,74,,6,6,Yes,Rep,,,,No,No,No,No,0,70,68,,,70,68,40,0,20,20,To answer questions about my political stance.,7,,Yes,Trump,,7,7,Female,42,<Coll,"$25,001-$35,000",Yes,50,1,3,6,yes
1668,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,84,85,84,85,6,,6,Yes,Dem,,No,No,,,No,No,0,,,78,78,78,78,40,0,20,30,I wanted to be generous. They can enjoy their extra 30 cents!,,1,Yes,Clinton,1,,1,Female,19,HS,"$65,001-$80,000",Yes,75,3,2,6,yes
1669,Democrat,Clinton,7,,7,,Clinton,Yes,,,Yes,No,Yes,No,1,,,94,96,94,96,5,,5,Yes,Dem,,No,No,,,No,No,0,,,63,58,63,58,40,0,20,20,I think it's the most fair thing to do and split the bonus.  Plus it helps knowing they supported Clinton,,1,Yes,Clinton,1,,1,Male,33,Coll,"$65,001-$80,000",Yes,5000,3,4,6,yes
1670,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,Yes,No,Yes,1,,,-49,0,-49,0,7,,7,Yes,Dem,,No,No,,,No,No,0,,,-49,0,-49,0,40,0,20,20,Fairness. I would always pick the same regardless of who you paired me with,,1,Yes,Clinton,1,,1,Female,36,<Coll,"$25,001-$35,000",Yes,500,3,5,6,yes
1671,Republican,Trump,,5,5,Trump,,Yes,No,No,,,No,No,0,66,63,,,66,63,,6,6,Yes,Rep,,,,No,No,No,No,0,-50,0,,,-50,0,,,,,,,,,,,,,,,,,,,,,6,no
1672,Republican,Trump,,7,7,Trump,,Yes,Yes,No,,,Yes,No,1,125,100,,,125,100,,5,5,Yes,Rep,,,,No,No,No,No,0,42,33,,,42,33,40,0,20,0,mTurk is my work. I giving my best honest opinions and expect to get the highest amount of money. This decision pays the most.,7,,Yes,Trump,,7,7,Male,35,<Coll,"$35,001-$50,000",Yes,100,3,1,6,yes
1673,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,90,92,90,92,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,125,100,125,100,40,0,20,20,"Because I want to be fair. I want my fellow Democrat to share the same bonus that I am going to share. We will both need the money to afford health insurance, once Trump does away with the Affordable Care Act and we have to buy it without subsidies (at least, that is my situation). I want to give my fellow Democrat some sense of fairness and optimism in our country.",,1,Yes,Clinton,1,,1,Female,54,<Coll,"$35,001-$50,000",Yes,"7,000",3,5,6,yes
1674,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,49,41,49,41,3,,3,Yes,Dem,,No,No,,,No,No,0,,,50,42,50,42,40,0,20,20,I wanted to be fair.,,2,Yes,Clinton,1,,1,Female,32,Voc,"$65,001-$80,000",Yes,316,4,2,6,yes
1675,Republican,Trump,,7,7,Other,,Yes,No,No,,,No,No,0,17,9,,,17,9,,6,6,Yes,Rep,,,,No,No,No,No,0,16,8,,,16,8,40,0,20,40,"I always prefer to give than to take. I know I could use the money, which means they could probably use it too. Giving to others & being nice is what will make this world a better place for our kids. ",7,,Yes,Trump,,7,7,Male,44,Voc,"$15,001-$25,000",Yes,140,3,5,6,yes
1676,Republican,Trump,,6,6,Other,,No,No,Yes,,,No,Yes,1,86,88,,,86,88,,1,1,No,,,,,No,No,No,No,0,58,53,,,58,53,40,40,0,40,I made the decision that I made because I wanted to be generous to my partner. ,6,,No,,,7,7,Male,28,HS,"<$5,000",Yes,1000+,3,1,6,no
1677,Democrat,Trump,,7,7,,Sanders,Yes,No,Yes,,,No,Yes,1,125,100,,,125,100,6,,6,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,125,100,125,100,30,20,10,30,So that I can help what is the best for the country.,,2,Yes,Trump,,7,7,Female,29,<Coll,"$50,001-$65,000",Yes,25,4,3,6,no
1678,Republican,Trump,,7,7,Trump,,Yes,Yes,No,,,Yes,No,1,125,100,,,125,100,,7,7,Yes,Rep,,,,No,No,No,No,0,89,91,,,89,91,40,0,20,10,"I was going to give half to the other Trump supporter, but then I thought, ""I did the work,"" so I should keep 30 cents and the other person has 10 cents. I love Trump supporters, and this was a difficult decision. However, I worked for it and also was generous I believe.",7,,Yes,Trump,,7,7,Female,57,Coll,"<$5,000",Yes,150,3,2,6,yes
1679,Republican,Trump,,6,6,Trump,,Yes,No,No,,,No,No,0,32,23,,,32,23,,6,6,Yes,Rep,,,,No,Yes,No,Yes,1,11,5,,,11,5,40,0,20,0,I wanted to keep the most for myself. ,6,,Yes,Trump,,5,5,Male,24,Coll,"$50,001-$65,000",Yes,2000,2,2,6,yes
1680,Democrat,Clinton,1,,1,,Clinton,No,,,No,No,No,No,0,,,52,45,52,45,3,,3,No,,,No,No,,,No,No,0,,,60,55,60,55,40,0,20,0,"I don't see any reason that I would transfer money to a stranger, regardless of their political affiliation.",,3,No,,2,,2,Male,37,Grad,"$35,001-$50,000",Yes,460,4,1,6,yes
1681,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,-32,0,-32,0,7,,7,Yes,Dem,,No,No,,,No,No,0,,,0,0,0,0,0,0,20,20,i need to keep everything fair.,,4,Yes,Other,1,,1,Female,65,HS,"$25,001-$35,000",Yes,"18,000",1,5,6,no
1682,Republican,Trump,,7,7,Trump,,No,Yes,No,,,Yes,No,1,85,86,,,85,86,,6,6,Yes,Other,,,,Yes,Yes,Yes,Yes,2,53,46,,,53,46,40,0,20,20,"it was the most fair option. if the person was democrat I would donate less, but for another Trump supporter I could give half of it. ",7,,Yes,Trump,,7,7,Male,46,Unknown,"$35,001-$50,000",Yes,more than 500,4,5,6,yes
1683,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,48,40,48,40,6,,6,Yes,Dem,,No,No,,,No,No,0,,,82,83,82,83,40,0,20,5,I need the money badly.,,2,Yes,Clinton,1,,1,Male,27,Coll,"$35,001-$50,000",Yes,2400,1,4,6,yes
1684,Democrat,Clinton,3,,3,,Sanders,No,,,No,No,No,No,0,,,11,4,11,4,3,,3,Yes,Dem,,No,No,,,No,No,0,,,32,22,32,22,40,0,20,0,I would like to maximize the efforts of my time spent.,,2,Yes,Clinton,2,,2,Male,31,Coll,"$50,001-$65,000",Yes,120,1,4,6,yes
1685,Republican,Clinton,4,,4,Other,,No,,,No,No,No,No,0,,,23,14,23,14,,4,4,Yes,Rep,,,,No,No,No,No,0,64,60,,,64,60,40,0,20,20,I like being fair.,4,,No,,1,,1,Male,26,<Coll,"$35,001-$50,000",Yes,5600,3,5,6,yes
1686,Democrat,Clinton,5,,5,,Sanders,No,,,No,No,No,No,0,,,-39,0,-39,0,6,,6,No,,,No,No,,,No,No,0,,,49,42,49,42,40,0,20,15,Life doesn't always give free handouts,,4,No,,1,,1,Male,24,HS,"$25,001-$35,000",Yes,5,3,1,6,yes
1687,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,101,100,101,100,7,,7,Yes,Dem,,No,No,,,No,No,0,,,125,100,125,100,30,30,20,5,"Had I been told why the other person needed the bonus, or had earned it, I would have given more.",,1,Yes,Clinton,1,,1,Female,38,Grad,"$50,001-$65,000",Yes,50,3,3,6,no
1688,Democrat,Clinton,6,,6,,Sanders,No,,,No,No,No,No,0,,,67,64,67,64,5,,5,Yes,Other,,No,No,,,No,No,0,,,51,44,51,44,40,40,20,20,We are both doing the same amount of work and I figured to split it with the other person.,,2,Yes,Clinton,1,,1,Female,24,Coll,"$35,001-$50,000",Yes,10,3,4,6,no
1689,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,66,63,,,66,63,,3,3,Yes,Rep,,,,No,No,No,No,0,12,5,,,12,5,40,0,20,20,Trying to be fair,7,,Yes,Trump,,7,7,Male,27,<Coll,"$25,001-$35,000",Yes,1000,3,1,6,yes
1690,Republican,Trump,,1,1,Other,,Yes,No,No,,,No,No,0,-29,0,,,-29,0,,2,2,Yes,Other,,,,No,No,No,No,0,38,28,,,38,28,40,0,20,0,I'm selfish,2,,Yes,Other,,6,6,Male,21,Coll,"$35,001-$50,000",Yes,30,3,1,6,yes
1691,Democrat,Clinton,1,,1,,Sanders,Yes,,,No,No,No,No,0,,,1,0,1,0,1,,1,Yes,Other,,No,No,,,No,No,0,,,7,2,7,2,40,40,40,20,So that it is distributed evenly for both of us,,2,No,,1,,1,Male,19,HS,"$5,000-$10,000",Yes,300,4,1,6,no
1692,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,73,71,73,71,7,,7,Yes,Dem,,No,No,,,No,No,0,,,55,49,55,49,40,40,20,20,because now we both have the same ammount,,1,Yes,Clinton,1,,1,Female,26,<Coll,"<$5,000",Yes,77,1,4,6,no
1693,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,66,63,66,63,7,,7,Yes,Dem,,No,No,,,No,No,0,,,125,100,125,100,40,0,20,20,"I want to be fair and split my money with the other person, especially a fellow Democrat.",,1,Yes,Clinton,1,,1,Male,37,Coll,"$35,001-$50,000",Yes,1500,1,5,6,yes
1694,Democrat,Trump,,6,6,,Sanders,No,No,No,,,No,No,0,78,78,,,78,78,4,,4,Yes,Other,,No,No,,,No,No,0,,,54,47,54,47,40,0,20,20,It seems fair.,,7,Yes,Trump,,7,7,Male,54,Coll,"$25,001-$35,000",Yes,12,1,3,6,yes
1695,Republican,Trump,,7,7,Other,,Yes,No,No,,,No,No,0,80,80,,,80,80,,6,6,Yes,Rep,,,,No,No,No,No,0,51,43,,,51,43,40,0,20,5,I wanted to give them something but the smallest amount possible. I need the bonus money.,7,,Yes,Trump,,7,7,Female,44,Coll,"$35,001-$50,000",Yes,1100,3,5,6,yes
1696,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,Yes,No,Yes,1,,,57,51,57,51,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,53,46,53,46,30,20,30,25,It was about the election perception,,1,Yes,Clinton,1,,1,Male,26,Coll,"$50,001-$65,000",Yes,450,1,4,6,no
1697,Democrat,Trump,,3,3,,Sanders,Yes,No,No,,,No,No,0,-37,0,,,-37,0,5,,5,Yes,Other,,No,No,,,No,No,0,,,-17,0,-17,0,0,0,0,10,"Because I believe that it is the fair thing to do, regardless of their political affiliation.",,6,Yes,Other,,7,7,Female,45,<Coll,"$25,001-$35,000",Yes,800,4,5,6,no
1698,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,23,14,23,14,6,,6,Yes,Dem,,No,No,,,No,No,0,,,15,7,15,7,40,0,20,20,I wanted to be fair but equal. This way we both get a 20 cent bonus.,,1,Yes,Clinton,1,,1,Female,27,Coll,"$25,001-$35,000",Yes,100,3,2,6,yes
1699,Democrat,Clinton,6,,6,,Clinton,Yes,,,No,No,No,No,0,,,104,100,104,100,6,,6,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,81,82,81,82,40,20,10,20,I think we can both benefit from this decision.,,2,Yes,Clinton,1,,1,Female,52,Coll,"$35,001-$50,000",Yes,340,3,2,6,no
1700,Democrat,Clinton,2,,2,,Sanders,No,,,No,No,No,No,0,,,-49,0,-49,0,4,,4,Yes,Dem,,No,No,,,No,No,0,,,-49,0,-49,0,40,0,20,0,I don't know them,,3,Yes,Other,1,,1,Female,24,Voc,"<$5,000",Yes,3000,3,1,6,yes
1701,Democrat,Trump,,2,2,,Sanders,Yes,No,No,,,No,No,0,14,7,,,14,7,1,,1,Yes,Other,,No,No,,,No,No,0,,,7,2,7,2,0,40,20,20,I wanted to be fair.  Who they decided to vote for didn't really have any bearing on my decision.,,5,Yes,Other,,7,7,Male,45,<Coll,"$15,001-$25,000",Yes,6000,3,5,6,no
1702,Democrat,Clinton,6,,6,,Clinton,Yes,,,No,No,No,No,0,,,63,59,63,59,4,,4,Yes,Other,,No,No,,,No,No,0,,,67,64,67,64,40,0,20,20,I'll share.,,1,Yes,Clinton,1,,1,Female,58,Grad,"$50,001-$65,000",Yes,200,3,4,6,yes
1703,Republican,Trump,,7,7,Trump,,No,No,No,,,No,No,0,78,77,,,78,77,,5,5,Yes,Other,,,,No,No,No,No,0,74,73,,,74,73,40,0,20,40,Just because I'm nice.,7,,Yes,Trump,,7,7,Female,46,<Coll,"$65,001-$80,000",Yes,100,3,3,6,yes
1704,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,7,2,7,2,2,,2,Yes,Other,,No,No,,,No,No,0,,,-6,0,-6,0,40,40,40,40,I am a generous guy,,3,Yes,Clinton,1,,1,Male,37,Coll,"$50,001-$65,000",Yes,5000,4,1,6,no
1705,Republican,Trump,,2,2,Other,,Yes,No,No,,,No,No,0,50,42,,,50,42,,1,1,Yes,Rep,,,,No,Yes,No,Yes,1,51,44,,,51,44,40,0,20,20,It is mutually beneficial to both of us.,4,,Yes,Other,,6,6,Female,38,Coll,"$35,001-$50,000",Yes,1000,4,4,6,yes
1706,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,24,15,24,15,6,,6,Yes,Dem,,Yes,No,,,Yes,No,1,,,55,49,55,49,40,40,20,40,"I have very little lingering faith in humanity and I must keep that flame alive so I will only continue to put my trust, faith, and love 100% in other people. ",,1,Yes,Clinton,1,,1,Other,26,<Coll,"$25,001-$35,000",Yes,107,3,2,6,no
1707,Democrat,Trump,,3,3,,Sanders,No,No,No,,,No,No,0,3,1,,,3,1,1,,1,No,,,No,No,,,No,No,0,,,26,16,26,16,40,0,20,40,"I have nothing wrong with sharing, also I don't really care about who they support.Also, if they're a republican, they're against Hillary. So am I, I was all for Bernie. So hey, we have one thing in common right",,7,No,,,7,7,Male,19,HS,"<$5,000",Yes,1452,3,3,6,yes
1708,Republican,Clinton,2,,2,Other,,Yes,,,No,No,No,No,0,,,17,9,17,9,,5,5,Yes,Rep,,,,No,No,No,No,0,33,23,,,33,23,40,40,20,20,Wanted to be fair and allow us both to get something.,2,,Yes,Other,1,,1,Female,41,Grad,"$80,001-$100,000",Yes,1000,3,1,6,no
1709,Democrat,Clinton,4,,4,,Clinton,Yes,,,No,No,No,No,0,,,11,5,11,5,4,,4,Yes,Other,,No,No,,,No,No,0,,,39,30,39,30,40,0,20,20,I just felt strongly it would be fair to split the .40 and also believed that the other person would understand completely and hopefully would have done the same thing.,,2,Yes,Clinton,1,,1,Male,53,Grad,"$65,001-$80,000",Yes,5200,3,5,6,yes
1710,Democrat,Clinton,2,,2,,Sanders,Yes,,,No,No,No,No,0,,,3,1,3,1,3,,3,Yes,Dem,,No,No,,,No,No,0,,,42,33,42,33,40,0,20,20,"I felt like 20 cents (difference) was not a lot of money, so in the interest of sharing, decided to give half to the other person.  I could have kept the 40, but felt it'd be important to share.",,4,No,,1,,1,Female,44,Grad,"$35,001-$50,000",Yes,320,4,5,6,yes
1711,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,No,No,,,No,No,0,,,125,100,125,100,40,0,20,0,"Even though I care about other Clinton supporters, I want the bonus for myself. I maximize my profit by keeping the entire bonus.",,1,Yes,Clinton,1,,1,Female,32,HS,"$25,001-$35,000",Yes,3000,3,5,6,yes
1712,Democrat,Clinton,3,,3,,Sanders,Yes,,,No,No,No,No,0,,,21,12,21,12,2,,2,Yes,Other,,No,No,,,No,No,0,,,20,11,20,11,40,0,20,0,I wanted to maximize my earnings.,,1,Yes,Clinton,1,,1,Male,31,Grad,"$35,001-$50,000",Yes,1000,3,1,6,yes
1713,Democrat,Clinton,6,,6,,Sanders,No,,,Yes,No,Yes,No,1,,,59,54,59,54,5,,5,Yes,Dem,,Yes,No,,,Yes,No,1,,,65,61,65,61,40,0,20,20,I decided to donate 20 cents because it was equally beneficial for the both of us.,,1,Yes,Clinton,1,,1,Female,27,<Coll,"$25,001-$35,000",Yes,70,2,4,6,yes
1714,Republican,Trump,,6,6,Trump,,Yes,No,No,,,No,No,0,73,71,,,73,71,,5,5,Yes,Rep,,,,No,No,No,No,0,52,45,,,52,45,40,0,20,20,I just thought splitting it down the middle was fair.,6,,Yes,Trump,,7,7,Male,36,<Coll,"$10,001-$15,000",Yes,50,4,4,6,yes
1715,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,90,92,,,90,92,,5,5,Yes,Other,,,,No,No,No,No,0,34,25,,,34,25,40,0,20,0,I was in the mod to not share the money,7,,Yes,Trump,,7,7,Female,57,<Coll,"$15,001-$25,000",Yes,4500,2,2,6,yes
1716,Republican,Trump,,2,2,Other,,Yes,No,No,,,No,No,0,26,17,,,26,17,,3,3,Yes,Other,,,,No,No,No,No,0,48,40,,,48,40,40,0,20,10,"Simle math. Didn't want to shut the other person out, but, take care of yourself first.",4,,Yes,Other,,7,7,Male,58,Grad,">$100,000",Yes,4000,3,2,6,yes
1717,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,79,79,79,79,5,,5,Yes,Dem,,No,No,,,No,No,0,,,54,48,54,48,40,0,20,0,Because I'm not here to help other people earn money. I'm literally making pennies answering surveys to feed my family. I don't really care about moral decisions when it comes to these surveys. ,,1,Yes,Clinton,1,,1,Female,38,<Coll,"$15,001-$25,000",Yes,2300,3,1,6,yes
1718,Republican,Trump,,4,4,Trump,,Yes,Yes,Yes,,,Yes,Yes,2,38,28,,,38,28,,4,4,Yes,Rep,,,,No,No,No,No,0,49,41,,,49,41,40,0,20,0,I don't know that person,3,,Yes,Trump,,4,4,Female,27,Grad,"$50,001-$65,000",Yes,500,2,3,6,yes
1719,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,Yes,No,Yes,1,,,15,7,15,7,7,,7,Yes,Dem,,No,No,,,No,No,0,,,30,21,30,21,40,0,20,0,IT WAS ABOUT THE PARTY THE PERSON WAS CONNECTED TO I MADE MY CHOICE BASED ON GREED,,1,Yes,Clinton,1,,1,Female,34,Voc,"$50,001-$65,000",Yes,2,1,5,6,yes
1720,Republican,Trump,,5,5,Other,,Yes,No,No,,,No,No,0,59,54,,,59,54,,7,7,Yes,Rep,,,,No,No,No,No,0,77,77,,,77,77,40,0,20,20,It was fair.,7,,Yes,Trump,,7,7,Female,30,<Coll,"$50,001-$65,000",Yes,8591,2,5,6,yes
1721,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,101,100,101,100,6,,6,Yes,Dem,,No,No,,,No,No,0,,,66,63,66,63,40,0,20,20,More likely to both transfer half and both end up with 40.,,1,Yes,Clinton,1,,1,Female,32,Coll,"$50,001-$65,000",Yes,100,3,4,6,yes
1722,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,No,No,,,No,No,0,,,125,100,125,100,30,0,20,0,i wanted more money,,1,Yes,Clinton,1,,1,Female,24,Coll,"$10,001-$15,000",Yes,1000,3,3,6,no
1723,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,124,100,124,100,5,,5,Yes,Dem,,No,No,,,No,No,0,,,57,51,57,51,40,0,20,0,"I wanted to maximize my bonus. I don't know the other MTurker, so I kept all the bonus money.",,1,Yes,Clinton,1,,1,Female,31,Coll,">$100,000",Yes,1000,3,1,6,yes
1724,Democrat,Clinton,2,,2,,Sanders,No,,,No,No,No,No,0,,,5,1,5,1,3,,3,Yes,Other,,No,No,,,No,No,0,,,12,5,12,5,40,0,20,5,I wanted to bigger bonus,,2,Yes,Other,1,,1,Female,26,Coll,"$65,001-$80,000",Yes,4000,3,4,6,yes
1725,Democrat,Clinton,3,,3,,Sanders,No,,,No,No,No,No,0,,,-45,0,-45,0,3,,3,Yes,Dem,,No,No,,,No,No,0,,,-50,0,-50,0,40,0,20,0,I made the decision to maximize my bonus.,,3,Yes,Clinton,2,,2,Female,50,Grad,"$65,001-$80,000",Yes,15000,4,3,6,yes
1726,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,84,85,84,85,6,,6,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,80,80,80,80,,,,,,,,,,,,,,,,,,,,,6,no
1727,Democrat,Clinton,2,,2,,Sanders,Yes,,,No,No,No,No,0,,,88,90,88,90,7,,7,Yes,Other,,Yes,No,,,Yes,No,1,,,82,83,82,83,40,0,20,20,I figured it would be fair to transfer 20 cents so that we both received the same bonus.,,1,Yes,Clinton,1,,1,Male,28,<Coll,">$100,000",Yes,30,3,4,6,yes
1728,Democrat,Clinton,7,,7,,Sanders,No,,,No,No,No,No,0,,,79,79,79,79,7,,7,Yes,Dem,,No,No,,,No,No,0,,,89,90,89,90,40,0,20,0,Because I don't think it's actually another mturk worker and I want the money for myself,,1,Yes,Clinton,1,,1,Male,25,Coll,"$5,000-$10,000",Yes,250,2,1,6,yes
1729,Democrat,Clinton,7,,7,,Sanders,No,,,No,No,No,No,0,,,10,4,10,4,6,,6,Yes,Dem,,No,No,,,No,No,0,,,45,36,45,36,40,0,20,0,I wanted to keep it all to maximize my bonus.,,1,Yes,Clinton,1,,1,Female,26,Grad,"$15,001-$25,000",Yes,2500,2,5,6,yes
1730,Republican,Trump,,5,5,Trump,,Yes,No,No,,,No,No,0,90,92,,,90,92,,4,4,Yes,Other,,,,No,No,No,No,0,39,30,,,39,30,40,0,20,10,Just went with my gut..,6,,Yes,Trump,,7,7,Female,33,Grad,"$35,001-$50,000",Yes,1200,3,4,6,yes
1731,Democrat,Clinton,5,,5,,Sanders,No,,,No,No,No,No,0,,,60,55,60,55,6,,6,Yes,Other,,No,No,,,No,No,0,,,105,100,105,100,40,0,20,20,I wanted to be as fair as possible,,3,Yes,Clinton,1,,1,Male,24,Coll,"$10,001-$15,000",Yes,7000,4,2,6,yes
1732,Republican,Clinton,5,,5,Other,,No,,,No,No,No,No,0,,,60,55,60,55,,1,1,Yes,Other,,,,No,No,No,No,0,-100,0,,,-100,0,40,0,20,20,Because they share my beliefs.,1,,Yes,Clinton,1,,1,Male,31,Coll,"$25,001-$35,000",Yes,20,3,3,6,yes
